image,output,timestamp
.gradio\flagged\image\f94db9b078a994a83e30\0185.jpg,"{""label"": ""turkish_van"", ""confidences"": [{""label"": ""turkish_van"", ""confidence"": 0.9093097448348999}, {""label"": ""persian"", ""confidence"": 0.06231630593538284}, {""label"": ""british_shorthair"", ""confidence"": 0.021501751616597176}, {""label"": ""maine_coon"", ""confidence"": 0.002933374373242259}, {""label"": ""birman"", ""confidence"": 0.0021768356673419476}]}",2026-09-12 10:31:56.346317
